getpwuid_r did not find a match for uid 501
Filtering the log data using "processImagePath CONTAINS "WalkingWR""
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-02-14 10:31:48.187445+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsManagedSource<0x600003008240> (Domain: com.nhs.WalkingWR, User: kCFPreferencesCurrentUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.187458+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsManagedSource<0x6000030082d0> (Domain: com.nhs.WalkingWR, User: kCFPreferencesAnyUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.187566+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x600003008360> (Domain: com.nhs.WalkingWR, User: kCFPreferencesCurrentUser, ByHost: No, Container: (null), Contents Need Refresh: No) loaded: a new base plist and no additional changes from the base plist
2026-02-14 10:31:48.187579+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsManagedSource<0x600003008480> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.187587+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x600003008510> (Domain: com.nhs.WalkingWR, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.187595+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x6000030085a0> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.187606+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x600003008630> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) loaded: a new base plist and no additional changes from the base plist
2026-02-14 10:31:48.187614+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x6000030086c0> (Domain: com.nhs.WalkingWR, User: kCFPreferencesCurrentUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.187622+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x6000030087e0> (Domain: kCFPreferencesAnyApplication, User: kCFPreferencesCurrentUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.187721+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] looked up value 0 for key hasActiveWalk in CFPrefsPlistSource<0x600003008360> (Domain: com.nhs.WalkingWR, User: kCFPreferencesCurrentUser, ByHost: No, Container: (null), Contents Need Refresh: No) via CFPrefsSearchListSource<0x6000030081b0> (Domain: com.nhs.WalkingWR, Container: (null))
2026-02-14 10:31:48.203359+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsManagedSource<0x600003000240> (Domain: com.apple.UIKit, User: kCFPreferencesCurrentUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.203374+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsManagedSource<0x6000030002d0> (Domain: com.apple.UIKit, User: kCFPreferencesAnyUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.203382+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x600003000360> (Domain: com.apple.UIKit, User: kCFPreferencesCurrentUser, ByHost: No, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.203389+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x600003000510> (Domain: com.apple.UIKit, User: kCFPreferencesCurrentUser, ByHost: No, Container: /Users/raihant/Library/Developer/CoreSimulator/Devices/C2EA6332-2143-4212-B857-1998FEBB2A88/data, Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.203395+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] CFPrefsPlistSource<0x6000030005a0> (Domain: com.apple.UIKit, User: kCFPreferencesCurrentUser, ByHost: Yes, Container: (null), Contents Need Refresh: No) loaded: an empty base plist and no additional changes from the base plist
2026-02-14 10:31:48.207555+0000 0x28ceb61  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key LogHIDEventFiltered in CFPrefsSearchListSource<0x6000030001b0> (Domain: com.apple.UIKit, Container: (null))
2026-02-14 10:31:48.207604+0000 0x28ceb61  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key LogHIDEventIncoming in CFPrefsSearchListSource<0x6000030001b0> (Domain: com.apple.UIKit, Container: (null))
2026-02-14 10:31:48.207733+0000 0x28ceb61  Default     0x0                  35254  0    WalkingWR: (libMobileGestalt.dylib) No persisted cache on this platform.
2026-02-14 10:31:48.207741+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key LogBackgroundTask in CFPrefsSearchListSource<0x6000030001b0> (Domain: com.apple.UIKit, Container: (null))
2026-02-14 10:31:48.207759+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2026-02-14 10:31:48.207790+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2026-02-14 10:31:48.207848+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x60000210c370>
2026-02-14 10:31:48.207871+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:connection] Initializing connection
2026-02-14 10:31:48.207900+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:process] Removing all cached process handles
2026-02-14 10:31:48.207918+0000 0x28ceb5e  Default     0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:connection] Sending handshake request attempt #1 to server
2026-02-14 10:31:48.207933+0000 0x28ceb5d  Info        0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:assertion] Acquiring assertion: <RBSAssertionDescriptor| "Shared Background Assertion 0 for com.nhs.WalkingWR" ID:(null) target:35254>
2026-02-14 10:31:48.207932+0000 0x28ceb5e  Default     0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:connection] Creating connection to com.apple.runningboard
2026-02-14 10:31:48.207975+0000 0x28ceb5e  Default     0x0                  35254  0    WalkingWR: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d001e0] activating connection: mach=true listener=false peer=false name=com.apple.runningboard
2026-02-14 10:31:48.208244+0000 0x28ceb5c  Default     0x0                  35254  0    WalkingWR: (libxpc.dylib) [com.apple.xpc:connection] [0x100f082b0] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-02-14 10:31:48.208293+0000 0x28ceb62  Debug       0xde8f062            35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:message] PERF: (null) Received message from runningboardd: async_didChangeInheritances:completion:
2026-02-14 10:31:48.208313+0000 0x28ceb62  Activity    0xde8f090            35254  0    WalkingWR: (RunningBoardServices) didChangeInheritances
2026-02-14 10:31:48.208567+0000 0x28ceb62  Debug       0xde8f090            35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:connection] didChangeInheritances: <RBSInheritanceChangeSet| gained:{(
    <RBSInheritance| environment:(none) name:com.apple.frontboard.visibility origID:97694-97691-6003 0>
)} lost:(null)>
2026-02-14 10:31:48.208636+0000 0x28ceb5e  Default     0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:connection] Handshake succeeded
2026-02-14 10:31:48.208648+0000 0x28ceb5e  Default     0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:connection] Identity resolved as app<com.nhs.WalkingWR((null))>
2026-02-14 10:31:48.208880+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:assertion] Adding assertion 97694-35254-6006 to dictionary
2026-02-14 10:31:48.208898+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x60000210c370>
2026-02-14 10:31:48.208945+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x6000017084c0>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 618092 (elapsed = 0).
2026-02-14 10:31:48.209149+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UIApplicationSceneKeyboardSettings on FBSSceneSettings
2026-02-14 10:31:48.212928+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "hardwareKeyboardExclusivityIdentifier" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.212948+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setHardwareKeyboardExclusivityIdentifier:" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.212958+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "keyboardDockDisabled" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.212968+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setKeyboardDockDisabled:" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.212977+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "minimumKeyboardPadding" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.212986+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setMinimumKeyboardPadding:" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.212995+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "suppressKeyboardFocusRequests" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.213006+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setSuppressKeyboardFocusRequests:" from extension _UIApplicationSceneKeyboardSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.213041+0000 0x28ceb63  Debug       0x0                  35254  0    WalkingWR: (BaseBoard) [com.apple.BaseBoard:MachPort]  *|machport|* <BSMachPortTaskNameRight: 0x60000170a580; usable: YES; (35254:370f:send task_name_for_pid:SpringBoard.97691)> -> (<NSThread: 0x60000170a540>{number = 4, name = (null)}) (
	0   BaseBoard                           0x0000000183b0eb28 -[BSMachPortRight _initWithPort:type:owner:trace:] + 192
	1   BaseBoard                           0x0000000183b10af4 -[BSMachPortTaskNameRight initWithPID:] + 260
	2   BaseBoard                           0x0000000183b10994 +[BSMachPortTaskNameRight taskNameForPID:] + 56
	3   BaseBoard                           0x0000000183b20398 +[BSProcessHandle processHandleForXPCConnection:] + 176
	4   BoardServices                       0x000000018747d448 +[BSXPCServiceConnectionPeer peerOfConnection:] + 316
	5   BoardServices                       0x00000001874a6ea4 __55-[BSXPCServiceConnection _lock_activateNowOrWhenReady:]_block_invoke_3 + 132
	6   BoardServices                       0x000000018749f408 __55-[BSXPCServiceConnectionMessage _actuallySendWithMode:]_block_invoke +
2026-02-14 10:31:48.213044+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneOcclusionSettings> on FBSSceneSettings
2026-02-14 10:31:48.213337+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "systemOcclusionRects" from extension <_UISceneOcclusionSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213352+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setSystemOcclusionRects:" from extension <_UISceneOcclusionSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213362+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "applicationOcclusionRects" from extension <_UISceneOcclusionSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213371+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setApplicationOcclusionRects:" from extension <_UISceneOcclusionSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213398+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneInterfaceProtectionSceneSettings> on FBSSceneSettings
2026-02-14 10:31:48.213639+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "underAppProtection" from extension <_UISceneInterfaceProtectionSceneSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213657+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setUnderAppProtection:" from extension <_UISceneInterfaceProtectionSceneSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213697+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UIHomeAffordanceHostSceneSettings> on FBSSceneSettings
2026-02-14 10:31:48.213763+0000 0x28cead0  Debug       0x0                  35254  0    WalkingWR: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key LogApplication in CFPrefsSearchListSource<0x6000030001b0> (Domain: com.apple.UIKit, Container: (null))
2026-02-14 10:31:48.213799+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 10; deactivation reasons: 0 -> 1024; animating application lifecycle event: 0
2026-02-14 10:31:48.213810+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "homeAffordanceSceneReferenceFrame" from extension <_UIHomeAffordanceHostSceneSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213820+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setHomeAffordanceSceneReferenceFrame:" from extension <_UIHomeAffordanceHostSceneSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.213855+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISystemShellSceneHostingEnvironmentSettings on FBSSceneSettings
2026-02-14 10:31:48.213947+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "systemShellHostingSpaceIdentifier" from extension _UISystemShellSceneHostingEnvironmentSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.213963+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setSystemShellHostingSpaceIdentifier:" from extension _UISystemShellSceneHostingEnvironmentSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.213991+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneRenderingEnvironmentSettings on FBSSceneSettings
2026-02-14 10:31:48.214291+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (BoardServices) [com.apple.BoardServices:Injection] activating monitor for service com.apple.frontboard.open
2026-02-14 10:31:48.214313+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "modern_isCapturingContentForAdditionalRenderingDestination" from extension _UISceneRenderingEnvironmentSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.214325+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setModernIsCapturingContentForAdditionalRenderingDestinations:" from extension _UISceneRenderingEnvironmentSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.214334+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "systemDisplayIdentifier" from extension _UISceneRenderingEnvironmentSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.214343+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setSystemDisplayIdentifier:" from extension _UISceneRenderingEnvironmentSettings on class "FBSSceneSettings"
2026-02-14 10:31:48.214368+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneTransitioningHostSettings> on FBSSceneSettings
2026-02-14 10:31:48.214453+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "allowedAsMorphTransitionSource" from extension <_UISceneTransitioningHostSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.214465+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setAllowedAsMorphTransitionSource:" from extension <_UISceneTransitioningHostSettings> on class "FBSSceneSettings"
2026-02-14 10:31:48.214672+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingContentSizePreferenceClientSettings> on FBSSceneClientSettings
2026-02-14 10:31:48.214691+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (BoardServices) [com.apple.BoardServices:Injection] activating monitor for service com.apple.frontboard.workspace-service
2026-02-14 10:31:48.214736+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:Common] FBSWorkspace registering source: com.apple.frontboard.systemappservices
2026-02-14 10:31:48.214881+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "preferredContentSize" from extension <_UISceneHostingContentSizePreferenceClientSettings> on class "FBSSceneClientSettings"
2026-02-14 10:31:48.214897+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "setPreferredContentSize:" from extension <_UISceneHostingContentSizePreferenceClientSettings> on class "FBSSceneClientSettings"
2026-02-14 10:31:48.214932+0000 0x28ceb5d  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneHostingTraitCollectionPropagationSettings on FBSSceneSettings
2026-02-14 10:31:48.215424+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:Common] FBSWorkspace connected to endpoint : <BSServiceConnectionEndpoint: 0x600001709680; target: com.apple.frontboard.systemappservices; service: com.apple.frontboard.workspace-service>
2026-02-14 10:31:48.215460+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600002c05880 com.apple.frontboard.systemappservices> attempting immediate handshake from activate
2026-02-14 10:31:48.215486+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600002c05880 com.apple.frontboard.systemappservices> sent handshake
2026-02-14 10:31:48.215517+0000 0x28cead0  Default     0x0                  35254  0    WalkingWR: (RunningBoardServices) [com.apple.runningboard:general] Added observer for process assertions expiration warning: <_RBSExpirationWarningClient: 0x60000020b680>
2026-02-14 10:31:48.215534+0000 0x28ceb5d  Debug       0x0                  35254  0    WalkingWR: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] registering method "traitCollection" from extension _UISceneHostingTraitCollectionPropagationSettings on class "FBSSceneSettings"
